sale_price,living_area,bedrooms,house_age,overall_quality,overall_condition,lot_area,full_bath,neighborhood,year_built,year_sold
124000,1054,3,61,5,6,9488,1,Sawyer,1947,2008
134000,1211,3,40,5,5,8250,1,Sawyer,1968,2008
135000,1271,4,60,5,5,21286,2,Sawyer,1948,2008
134432,1588,4,49,4,4,17120,2,ClearCr,1959,2008
127500,1355,4,68,5,7,10106,2,Edwards,1940,2008
148000,1075,3,45,5,6,11235,1,Sawyer,1963,2008
129500,1040,3,43,5,5,11200,1,Sawyer,1965,2008
157500,1096,3,30,6,5,13014,1,Sawyer,1978,2008
109900,904,3,42,5,7,7162,1,Sawyer,1966,2008
145000,992,3,41,5,7,10265,1,Sawyer,1967,2008
130000,894,3,41,5,7,9764,1,Sawyer,1967,2008
153000,1034,3,30,6,8,7703,1,Sawyer,1978,2008
120000,1073,3,41,5,5,9981,1,Sawyer,1967,2008
152000,1126,2,24,5,5,7400,1,Sawyer,1984,2008
108959,1258,0,39,4,4,12900,0,Sawyer,1969,2008
95541,1140,3,88,5,4,12900,1,Sawyer,1920,2008
80000,1006,3,49,5,3,9000,1,Sawyer,1959,2008
149350,1228,3,42,5,6,8544,1,Sawyer,1966,2008
144900,960,3,45,5,8,9239,1,Sawyer,1963,2008
185000,1188,1,52,6,8,14175,1,Sawyer,1956,2008
165000,1383,3,54,5,5,13284,1,Sawyer,1954,2008
235000,1252,1,48,6,7,13500,1,ClearCr,1960,2008
140000,1601,3,50,5,6,13825,1,Sawyer,1958,2008
108000,672,2,68,5,8,10200,1,Sawyer,1940,2008
145000,1721,3,48,5,3,10532,2,ClearCr,1960,2008
152400,1350,2,67,5,7,8375,1,Sawyer,1941,2008
144000,904,3,38,5,8,10200,1,Sawyer,1970,2008
173000,1291,2,12,6,5,2887,1,ClearCr,1996,2008
192000,2022,4,31,7,5,10005,2,ClearCr,1977,2008
245000,1524,3,29,7,6,20270,2,ClearCr,1979,2008
241500,1363,2,54,7,7,39104,1,ClearCr,1954,2008
256000,1663,2,54,4,6,53227,1,ClearCr,1954,2008
177000,1357,2,49,6,7,11512,1,Edwards,1959,2008
125600,1079,2,60,7,5,5190,1,Edwards,1948,2008
155000,1094,3,55,6,5,10452,1,Edwards,1953,2008
240000,2358,5,100,6,8,45600,3,ClearCr,1908,2008
260000,1518,2,68,5,7,19550,1,Edwards,1940,2008
185000,1674,4,90,6,7,21780,2,Edwards,1918,2008
235000,2108,4,73,6,7,13728,2,Edwards,1935,2008
159900,1509,3,52,5,6,9571,1,Edwards,1956,2008
99600,864,2,33,5,5,9350,1,Edwards,1975,2008
134500,1269,3,46,6,8,9360,1,Edwards,1962,2008
119000,1367,4,108,5,8,8405,1,Edwards,1900,2008
107500,1347,3,98,5,7,7000,1,Edwards,1910,2008
125000,1164,3,58,5,5,10880,1,Edwards,1950,2008
79000,1096,2,84,6,5,9600,1,Edwards,1924,2008
95000,1111,3,67,5,6,9084,1,Edwards,1941,2008
262280,2329,4,18,7,5,11839,2,SawyerW,1990,2008
260000,2814,4,13,6,5,9771,2,SawyerW,1995,2008
226500,1626,3,14,7,5,9938,2,SawyerW,1994,2008
225000,2200,4,15,7,5,14171,2,SawyerW,1993,2008
229000,2037,3,12,7,5,10541,2,SawyerW,1996,2008
177439,1356,3,1,7,5,10616,2,CollgCr,2007,2008
248500,1615,3,1,8,5,9345,2,CollgCr,2007,2008
475000,2276,3,0,9,5,11778,2,CollgCr,2008,2008
395039,1766,3,0,9,5,11778,2,CollgCr,2008,2008
228000,2097,3,15,7,5,11228,2,SawyerW,1993,2008
225000,1511,3,13,8,5,11454,2,SawyerW,1995,2008
195000,1643,2,42,6,6,11500,2,ClearCr,1966,2008
200000,1688,4,11,6,5,12798,2,ClearCr,1997,2008
155000,990,3,14,5,7,9750,1,CollgCr,1994,2008
144000,1099,3,13,5,6,9525,1,CollgCr,1995,2008
145000,990,3,14,5,5,9245,1,CollgCr,1994,2008
226001,1418,3,11,7,5,8696,2,CollgCr,1997,2008
215700,1771,3,11,6,5,13142,2,CollgCr,1997,2008
207500,1652,3,8,7,5,8998,2,CollgCr,2000,2008
193000,1790,3,9,7,5,9179,2,CollgCr,1999,2008
188000,1724,3,10,7,5,8924,2,CollgCr,1998,2008
191000,1479,3,9,7,5,9382,2,CollgCr,1999,2008
221000,1494,3,6,7,5,12803,2,CollgCr,2002,2008
231500,1792,3,7,7,5,12435,2,CollgCr,2001,2008
235000,1823,3,8,7,5,12192,2,CollgCr,2000,2008
223500,1786,3,7,7,5,11250,2,CollgCr,2001,2008
130250,938,3,33,5,6,9200,1,CollgCr,1975,2008
149900,985,3,31,5,8,8385,2,CollgCr,1977,2008
158000,1174,3,30,5,6,12250,1,CollgCr,1978,2008
147000,1026,3,30,6,6,10970,1,CollgCr,1978,2008
143195,1076,3,33,5,6,9216,1,CollgCr,1975,2008
163000,1558,2,33,5,6,14330,2,CollgCr,1975,2008
110000,924,3,33,5,6,7990,1,CollgCr,1975,2008
127000,864,3,36,5,7,7180,1,CollgCr,1972,2008
124900,780,2,36,5,7,7200,1,CollgCr,1972,2008
230000,1795,3,6,8,5,9742,2,CollgCr,2002,2008
237000,2031,3,6,8,5,9473,2,CollgCr,2002,2008
235000,1865,3,8,7,5,10316,2,CollgCr,2000,2008
230500,2161,3,7,7,5,10400,2,CollgCr,2001,2008
230000,1852,3,9,8,5,9066,2,CollgCr,1999,2008
222500,2031,3,10,7,5,11404,2,CollgCr,1998,2008
287000,2263,3,7,8,5,9240,2,CollgCr,2001,2008
274000,1947,3,7,9,5,9720,2,CollgCr,2001,2008
300000,1786,3,6,8,5,14860,2,CollgCr,2002,2008
255900,2290,4,6,8,5,11250,2,CollgCr,2002,2008
224900,1768,3,5,7,5,8158,2,CollgCr,2003,2008
240000,2327,4,5,7,5,10905,2,CollgCr,2003,2008
183000,1640,3,5,7,5,7226,2,CollgCr,2003,2008
207000,1764,3,9,8,5,11690,2,CollgCr,1999,2008
210000,1908,4,14,7,5,8750,2,CollgCr,1994,2008
136500,848,1,5,6,5,4435,1,CollgCr,2003,2008
145000,848,1,4,6,5,4426,1,CollgCr,2004,2008
208900,1493,3,11,6,5,13125,2,CollgCr,1997,2008
185000,1838,2,11,6,5,10126,2,CollgCr,1997,2008
214000,1536,3,6,7,5,9135,2,CollgCr,2002,2008
208500,1710,3,5,7,5,8450,2,CollgCr,2003,2008
186500,1445,3,4,7,5,9750,2,CollgCr,2004,2008
210000,1436,3,4,7,5,8450,2,CollgCr,2004,2008
185900,1582,3,4,7,5,8320,2,CollgCr,2004,2008
179900,1234,3,1,8,5,11049,2,CollgCr,2007,2008
218836,1564,3,1,7,6,11058,2,CollgCr,2007,2008
193000,1361,3,1,7,5,9627,2,CollgCr,2007,2008
189000,1456,3,3,7,5,8199,2,CollgCr,2005,2008
149300,848,1,4,6,5,4426,1,CollgCr,2004,2008
141000,848,1,4,6,5,4426,1,CollgCr,2004,2008
149000,848,1,4,6,5,4438,1,CollgCr,2004,2008
144500,848,1,4,6,5,4438,1,CollgCr,2004,2008
85000,796,2,98,5,7,8777,1,Edwards,1910,2008
145900,2200,4,108,5,7,8777,2,Edwards,1900,2008
123000,1092,3,42,5,5,9825,1,Edwards,1966,2008
147500,1256,3,43,5,6,9937,1,Edwards,1965,2008
165000,1033,3,32,5,5,12102,1,Edwards,1976,2008
135000,1127,3,32,6,6,6500,1,Edwards,1976,2008
108000,996,3,68,5,6,13907,1,Edwards,1940,2008
137500,1181,3,36,4,5,10012,2,Edwards,1972,2008
165400,1656,3,5,7,5,6931,2,Edwards,2003,2008
147000,1117,3,31,6,6,9638,1,Edwards,1977,2008
160500,1398,3,32,6,7,7200,1,Edwards,1976,2008
176000,1132,2,3,4,5,7024,1,Edwards,2005,2008
284700,3820,5,49,5,7,47007,3,Edwards,1959,2008
160000,5642,3,0,10,5,63887,2,Edwards,2008,2008
148000,1072,2,3,6,5,3675,1,Edwards,2005,2008
82000,1152,2,53,4,5,6040,2,Edwards,1955,2008
82000,1152,2,53,4,5,6012,2,Edwards,1955,2008
118000,1440,4,53,4,4,12108,2,Edwards,1955,2008
82500,1152,2,53,4,5,6845,2,Edwards,1955,2008
91900,784,2,53,4,5,6931,1,Edwards,1955,2008
120000,1053,2,70,5,7,12180,1,Edwards,1938,2008
96000,1137,4,61,5,8,8050,1,Edwards,1947,2008
99000,930,2,55,4,5,9520,1,Edwards,1953,2008
130500,1200,3,62,5,6,11767,1,Edwards,1946,2008
135000,1470,4,54,4,6,8172,2,Edwards,1954,2008
135500,1393,3,53,5,7,16466,1,Edwards,1955,2008
100000,1204,3,54,4,6,7692,1,Edwards,1954,2008
108000,1292,3,85,4,7,5142,1,Edwards,1923,2008
98000,864,2,83,5,6,5604,1,Edwards,1925,2008
67000,864,2,94,3,3,8248,1,Edwards,1914,2008
135900,1716,6,96,5,6,5687,2,SWISU,1912,2008
140000,1482,4,83,6,8,12155,2,SWISU,1925,2008
179500,2192,4,69,5,8,8400,2,SWISU,1939,2008
136500,1694,4,83,6,5,8400,2,SWISU,1925,2008
168000,1424,2,87,7,8,7290,2,SWISU,1921,2008
130000,1964,4,97,5,6,8525,1,SWISU,1911,2008
189000,2601,4,87,5,6,9842,3,SWISU,1921,2008
161900,1920,4,78,6,7,7804,2,SWISU,1930,2008
145000,1316,2,82,6,6,8969,1,Crawfor,1926,2008
191000,2555,3,86,6,7,11526,2,Crawfor,1922,2008
177000,1680,4,93,6,7,15576,2,Crawfor,1915,2008
147500,1264,3,94,6,6,15564,1,Crawfor,1914,2008
91000,790,2,78,6,5,6292,1,SWISU,1930,2008
231000,1512,3,83,8,9,7609,2,Crawfor,1925,2008
115000,1639,3,72,6,5,10480,1,SWISU,1936,2008
138000,1603,4,85,6,3,9650,1,Crawfor,1923,2008
149000,1502,3,77,7,6,7200,1,Crawfor,1931,2008
188700,1660,3,74,6,7,11988,1,Crawfor,1934,2008
198000,1938,4,71,5,6,11700,2,Crawfor,1937,2008
110000,1374,3,70,5,4,9260,1,Crawfor,1938,2008
104000,1091,2,57,6,5,7801,1,Crawfor,1951,2008
257076,1873,4,73,8,6,9670,1,Crawfor,1935,2008
381000,3447,4,73,8,9,14100,3,Crawfor,1935,2008
311500,1954,3,69,7,9,15660,1,Crawfor,1939,2008
263400,2161,3,58,7,9,12392,2,Crawfor,1950,2008
236500,1898,3,52,5,5,26073,2,Crawfor,1956,2008
224000,1640,3,54,6,7,14778,1,Crawfor,1954,2008
116500,1032,2,28,6,6,1879,1,Blueste,1980,2008
151000,1556,3,28,6,6,1950,2,Blueste,1980,2008
126000,919,2,82,6,8,7000,1,IDOTRR,1926,2008
120000,1090,3,68,6,8,6000,1,IDOTRR,1940,2008
55000,796,2,86,4,4,3636,1,IDOTRR,1922,2008
120500,816,2,78,6,8,5890,1,IDOTRR,1930,2008
120500,778,2,68,5,6,6900,1,IDOTRR,1940,2008
119000,1200,4,78,5,7,8155,1,IDOTRR,1930,2008
126000,1656,3,41,5,5,6000,1,IDOTRR,1967,2008
99500,912,2,78,5,7,7392,1,IDOTRR,1930,2008
165500,1955,4,50,5,5,9000,2,IDOTRR,1958,2008
13100,733,2,56,1,5,14584,1,IDOTRR,1952,2008
89000,1361,2,113,4,7,5280,1,IDOTRR,1895,2008
40000,1317,3,88,4,4,8500,1,IDOTRR,1920,2008
80900,1049,2,98,4,7,5150,1,IDOTRR,1910,2008
81000,894,2,73,3,4,18000,1,IDOTRR,1935,2008
65000,864,3,88,4,6,9000,1,IDOTRR,1920,2008
392500,1652,2,0,8,5,5587,2,Crawfor,2008,2008
294464,1648,2,1,8,5,3843,2,Crawfor,2007,2008
250000,1646,2,4,7,5,3811,2,Crawfor,2004,2008
275000,1646,2,4,8,5,3842,2,Crawfor,2004,2008
300000,2032,3,12,7,5,23730,3,Mitchel,1996,2008
271000,1689,3,6,8,5,13265,2,Mitchel,2002,2008
213000,1820,3,12,7,5,11050,2,Mitchel,1996,2008
171000,1118,3,31,6,6,9880,1,Mitchel,1977,2008
171500,1279,3,31,6,6,10125,2,Mitchel,1977,2008
100000,1872,4,32,5,4,10260,2,Mitchel,1976,2008
228500,1689,3,17,4,5,9990,2,Mitchel,1991,2008
228950,1786,3,43,5,6,164660,2,Timber,1965,2008
241500,1501,2,22,7,6,4084,2,Timber,1986,2008
287000,2898,2,32,8,6,15498,2,Timber,1976,2008
294000,1537,3,2,8,5,11563,2,Timber,2006,2008
293077,1646,3,1,8,5,9520,2,Timber,2007,2008
264966,1780,3,1,8,5,12852,2,Timber,2007,2008
172500,1442,3,2,5,5,9802,2,Timber,2006,2008
167500,1394,3,2,5,5,9735,2,Timber,2006,2008
218689,1612,3,0,7,5,12018,2,Timber,2008,2008
150000,1495,3,19,6,5,12890,2,Timber,1989,2008
184000,1651,3,22,6,5,12416,2,Timber,1986,2008
180000,1256,3,22,6,5,18265,2,Timber,1986,2008
175000,1509,3,20,6,5,10200,2,Timber,1988,2008
232500,1440,3,5,8,5,11202,2,Timber,2003,2008
195000,1675,3,9,6,5,7915,2,Timber,1999,2008
305000,2262,4,5,8,5,12244,2,Timber,2003,2008
298751,1728,3,1,8,5,11449,2,Timber,2007,2008
370000,1964,3,3,8,5,11447,2,Timber,2005,2008
209200,1344,2,11,7,5,8940,2,Mitchel,1997,2008
206300,1344,2,11,7,5,7060,2,Mitchel,1997,2008
146000,1092,2,1,5,5,9278,1,Mitchel,2007,2008
160500,1189,2,11,6,5,4500,2,Mitchel,1997,2008
173000,1200,3,44,4,5,14137,1,Mitchel,1964,2008
124000,1040,3,33,5,6,4224,1,MeadowV,1975,2008
115000,1304,3,32,5,6,2665,1,MeadowV,1976,2008
129500,1475,4,32,5,7,2665,2,MeadowV,1976,2008
105000,988,2,35,4,7,1974,1,MeadowV,1973,2008
94900,988,1,35,4,6,1596,1,MeadowV,1973,2008
152500,1160,3,40,5,6,17979,1,Mitchel,1968,2008
98000,1092,3,38,6,9,1477,2,MeadowV,1970,2008
81000,630,1,36,4,7,1890,1,MeadowV,1972,2008
113000,988,2,54,5,5,21750,1,Mitchel,1954,2008
128500,816,2,25,5,7,6490,1,Mitchel,1983,2008
119500,923,3,24,5,5,6951,1,Mitchel,1984,2008
130500,816,3,26,5,9,6600,1,Mitchel,1982,2008
138000,816,2,26,5,8,6600,1,Mitchel,1982,2008
134500,845,3,26,5,6,6600,1,Mitchel,1982,2008
160000,1750,4,68,6,7,12508,2,Mitchel,1940,2008
137500,889,3,24,5,6,12395,1,Mitchel,1984,2008
172000,1968,4,39,5,4,11075,2,Mitchel,1969,2008
103000,1836,4,108,5,1,56600,2,IDOTRR,1900,2008
167300,1587,3,36,6,6,10667,2,NAmes,1971,2007
167000,1277,2,37,7,5,10628,1,NAmes,1970,2007
244000,2223,3,34,7,6,13651,2,NAmes,1973,2007
268000,2217,4,37,8,6,15865,2,NAmes,1970,2007
225000,1733,3,4,7,5,12394,2,Gilbert,2003,2007
168000,1572,3,12,6,5,10364,2,Gilbert,1995,2007
177000,1470,3,10,6,6,13869,2,Gilbert,1997,2007
169000,1600,3,10,6,5,8773,2,Gilbert,1997,2007
161500,1384,3,10,6,5,8872,2,Gilbert,1997,2007
251000,1652,2,7,8,5,5330,2,StoneBr,2000,2007
160000,1694,3,13,6,5,10147,2,Gilbert,1994,2007
180000,1714,3,8,6,5,8637,2,Gilbert,1999,2007
178750,1553,3,11,7,5,7875,2,Gilbert,1996,2007
176000,1253,3,12,7,5,7875,2,Gilbert,1995,2007
204000,2299,5,8,6,5,7500,3,Gilbert,1999,2007
160000,1187,3,15,7,5,9556,2,Gilbert,1992,2007
160000,1472,3,16,7,5,10784,2,Gilbert,1991,2007
163900,1482,3,15,7,5,9125,2,Gilbert,1992,2007
168000,1642,3,14,6,5,7655,2,Gilbert,1993,2007
154204,1128,3,43,6,6,18160,1,Gilbert,1964,2007
170000,1088,2,21,8,5,3696,1,StoneBr,1986,2007
207500,2090,3,23,7,5,5062,2,StoneBr,1984,2007
182000,1179,2,19,8,5,4740,2,StoneBr,1988,2007
212000,1321,1,17,8,5,5118,1,StoneBr,1990,2007
377426,1922,3,2,9,5,14157,2,StoneBr,2005,2007
349265,2541,4,2,8,5,12328,3,StoneBr,2005,2007
591587,2338,4,1,9,5,51974,2,StoneBr,2006,2007
155000,1424,3,38,5,5,41600,1,Gilbert,1969,2007
319900,1612,2,1,9,5,8035,2,StoneBr,2006,2007
392000,1419,2,0,8,6,8089,2,StoneBr,2007,2007
441929,2234,1,1,8,5,14082,1,StoneBr,2006,2007
455000,2042,3,1,10,5,13870,2,StoneBr,2006,2007
182900,1440,3,26,6,7,12546,2,NWAmes,1981,2007
174000,1284,3,23,6,5,10960,2,NWAmes,1984,2007
178000,1868,3,23,6,7,12090,3,NWAmes,1984,2007
176000,1479,3,26,7,7,12090,2,NWAmes,1981,2007
213000,1664,3,29,7,6,12299,2,NWAmes,1978,2007
192000,1930,4,28,7,5,11339,2,NWAmes,1979,2007
190000,1969,3,30,7,6,11952,2,NWAmes,1977,2007
195000,2030,4,31,6,6,12046,2,NWAmes,1976,2007
148000,1032,3,29,6,6,10395,2,NWAmes,1978,2007
151500,1177,3,23,6,6,11850,2,NWAmes,1984,2007
197000,1725,3,28,7,6,11584,2,NWAmes,1979,2007
192350,1353,2,28,6,5,10400,2,NWAmes,1979,2007
152000,1620,4,38,5,5,10793,2,NWAmes,1969,2007
170000,1220,2,36,6,5,13001,2,NWAmes,1971,2007
175000,1484,3,36,5,6,12243,2,NWAmes,1971,2007
175000,1743,3,39,6,6,11700,1,NWAmes,1968,2007
197900,1935,3,31,7,7,12384,2,NWAmes,1976,2007
174000,1324,3,31,7,6,8991,2,NWAmes,1976,2007
178900,1877,4,33,6,6,8000,2,NWAmes,1974,2007
139000,1109,3,36,5,7,10500,1,NAmes,1971,2007
143250,981,3,36,6,5,10530,1,NAmes,1971,2007
184000,1479,4,35,7,9,7472,1,NAmes,1972,2007
155000,1422,3,37,5,6,9457,1,NAmes,1970,2007
133000,914,3,37,5,5,7920,1,NAmes,1970,2007
119500,950,3,36,5,5,9758,1,NAmes,1971,2007
123000,872,3,36,4,5,8294,1,NAmes,1971,2007
110000,858,2,36,4,6,7340,1,NAmes,1971,2007
128000,914,2,46,4,7,17199,1,NAmes,1961,2007
120500,864,3,36,4,6,9000,1,NAmes,1971,2007
133000,767,1,9,7,5,4058,1,NAmes,1998,2007
155000,1337,2,6,6,5,4113,2,NAmes,2001,2007
177000,1337,2,10,6,5,10943,2,NAmes,1997,2007
113500,1092,3,34,6,6,2205,1,BrDale,1973,2007
113000,1218,3,34,6,5,1890,1,BrDale,1973,2007
113700,1218,4,34,6,5,2058,1,BrDale,1973,2007
106000,1302,3,37,5,5,2016,2,BrDale,1970,2007
122500,1365,2,36,5,5,1920,1,BrDale,1971,2007
128000,958,2,31,6,5,4928,2,NPkVill,1976,2007
155000,1548,3,31,6,6,2308,2,NPkVill,1976,2007
142500,1055,2,29,7,7,2304,2,NPkVill,1978,2007
129250,988,3,41,5,6,7150,1,NAmes,1966,2007
356000,1816,3,1,9,5,12469,2,NridgHt,2006,2007
314813,1828,3,0,9,5,11694,2,NridgHt,2007,2007
318000,1694,3,0,8,5,12030,2,NridgHt,2007,2007
322400,1694,3,1,8,5,11825,2,NridgHt,2006,2007
318000,1734,3,0,8,5,12085,2,NridgHt,2007,2007
345474,2122,2,0,8,5,14333,2,NridgHt,2007,2007
415298,2121,3,1,9,5,14450,2,NridgHt,2006,2007
492000,2656,3,0,9,5,13641,2,NridgHt,2007,2007
338931,2550,4,1,8,5,13440,2,NridgHt,2006,2007
450000,2046,2,2,10,5,15431,2,NridgHt,2005,2007
280000,2172,3,1,7,5,14154,2,NridgHt,2006,2007
479069,2552,3,0,9,5,13891,2,NridgHt,2007,2007
395000,1973,3,1,8,5,14226,2,NridgHt,2006,2007
380000,2643,3,1,9,5,13693,2,NridgHt,2006,2007
250000,1634,3,1,8,5,11428,2,NridgHt,2006,2007
440000,1976,2,1,8,5,14977,2,NridgHt,2006,2007
418000,2758,4,2,9,5,13654,2,NridgHt,2005,2007
500067,2290,2,0,10,5,17169,2,NridgHt,2007,2007
260116,2152,3,0,8,5,16659,2,NridgHt,2007,2007
317000,2473,4,3,8,5,9591,2,NridgHt,2004,2007
319500,2100,3,0,8,5,9709,2,NridgHt,2007,2007
325624,2161,3,0,8,5,10562,1,NridgHt,2007,2007
372000,1802,3,1,9,5,13615,2,NridgHt,2006,2007
342000,2956,5,3,8,5,13069,2,NridgHt,2004,2007
354000,2468,4,3,8,5,12099,2,NridgHt,2004,2007
350000,2385,3,4,8,5,14277,2,NridgHt,2003,2007
285000,2374,4,4,8,5,11999,2,NridgHt,2003,2007
281500,1818,3,0,8,5,12568,2,NridgHt,2007,2007
245700,1614,3,2,7,5,9926,2,NridgHt,2005,2007
232698,1721,3,2,8,5,9254,2,NridgHt,2005,2007
250000,1828,3,1,8,5,10732,2,NridgHt,2006,2007
194700,1362,2,2,6,5,7577,2,NridgHt,2005,2007
204000,1302,1,2,6,5,3901,1,NridgHt,2005,2007
200000,1302,1,2,6,5,3903,1,NridgHt,2005,2007
207000,1362,2,2,6,5,6289,2,NridgHt,2005,2007
209500,1554,2,1,8,5,4590,2,NridgHt,2006,2007
209500,1554,2,1,8,5,4590,2,NridgHt,2006,2007
202500,1370,2,1,8,5,6442,2,NridgHt,2006,2007
280000,1577,2,2,9,5,7841,2,NridgHt,2005,2007
277500,1561,2,2,9,5,7313,2,NridgHt,2005,2007
318061,1869,2,0,9,5,7820,2,NridgHt,2007,2007
221370,1324,2,1,8,5,6240,2,NridgHt,2006,2007
200000,1405,2,4,7,5,3242,2,NridgHt,2003,2007
181755,1496,3,0,6,5,15810,3,Gilbert,2007,2007
176000,1536,3,2,6,5,10237,2,Gilbert,2005,2007
178900,1484,3,2,6,5,10237,2,Gilbert,2005,2007
168165,1458,3,1,7,5,13204,2,Gilbert,2006,2007
171925,1495,3,1,6,5,8857,2,Gilbert,2006,2007
198444,1746,3,1,6,5,9729,2,Gilbert,2006,2007
203000,1326,3,2,6,5,12216,2,Gilbert,2005,2007
179540,1456,3,0,7,5,9018,2,Gilbert,2007,2007
176485,1302,3,0,7,5,8993,2,Gilbert,2007,2007
181134,1340,3,0,7,5,8899,2,Gilbert,2007,2007
156932,1412,3,1,6,5,8499,2,Gilbert,2006,2007
166000,1504,3,0,6,5,8229,2,Gilbert,2007,2007
177594,1456,3,0,7,5,7713,2,Gilbert,2007,2007
173500,1258,3,0,7,6,7697,2,Gilbert,2007,2007
172500,1258,2,1,7,5,3922,2,Blmngtn,2006,2007
194201,1402,2,1,7,5,3922,0,Blmngtn,2006,2007
226500,1589,2,4,8,5,3621,2,Blmngtn,2003,2007
185485,1266,2,0,7,5,3710,2,Blmngtn,2007,2007
259000,1530,3,3,7,5,14572,2,Gilbert,2004,2007
188500,1119,2,3,7,5,16219,2,Gilbert,2004,2007
175000,1374,3,3,7,5,11084,2,Gilbert,2004,2007
215000,1959,4,3,7,5,11796,2,Gilbert,2004,2007
206580,1525,3,1,7,5,10936,2,Gilbert,2006,2007
183500,1720,3,3,7,5,8244,2,Gilbert,2004,2007
165500,1394,3,4,7,5,11950,2,Gilbert,2003,2007
211000,1948,4,4,7,5,7875,2,Gilbert,2003,2007
181000,1690,3,7,6,5,8063,2,Gilbert,2000,2007
219500,1995,4,5,7,5,8740,2,Gilbert,2002,2007
175000,1647,3,8,6,5,7917,2,Gilbert,1999,2007
170000,1430,3,7,7,5,9967,2,Gilbert,2000,2007
162000,1320,3,4,7,5,7750,2,Gilbert,2003,2007
187000,1690,3,7,6,5,9487,2,Gilbert,2000,2007
185000,1644,3,8,6,5,9649,2,Gilbert,1999,2007
745000,4476,4,11,10,5,15623,3,NoRidge,1996,2007
384500,2551,4,10,8,5,12191,2,NoRidge,1997,2007
248000,2285,4,7,8,5,11000,2,NoRidge,2000,2007
466500,2633,2,6,10,5,11400,2,NoRidge,2001,2007
410000,3078,4,9,9,5,10557,2,NoRidge,1998,2007
322500,2582,4,9,8,5,11002,2,NoRidge,1998,2007
252000,2385,4,9,7,5,10790,2,NoRidge,1998,2007
755000,4316,4,13,10,6,21535,3,NoRidge,1994,2007
269790,2013,3,11,7,5,9920,2,NoRidge,1996,2007
315750,2398,3,11,7,5,11787,2,NoRidge,1996,2007
290000,2520,4,12,7,5,9950,2,NoRidge,1995,2007
290000,2531,4,12,8,5,12257,2,NoRidge,1995,2007
430000,3228,4,15,8,5,12692,3,NoRidge,1992,2007
263000,2202,4,15,8,5,11762,2,NoRidge,1992,2007
330000,2538,4,11,8,5,9044,2,NoRidge,1996,2007
213133,1369,3,0,7,6,9910,2,Somerst,2007,2007
260261,1542,3,0,8,5,11830,2,Somerst,2007,2007
320000,1905,3,1,9,5,11670,2,Somerst,2006,2007
282922,1464,3,0,8,5,15256,2,Somerst,2007,2007
215000,1534,3,1,8,5,10612,2,Somerst,2006,2007
419005,1966,1,0,10,5,12291,2,Somerst,2007,2007
255000,1636,3,1,8,5,13501,2,Somerst,2006,2007
147000,1795,2,1,8,5,9986,2,Somerst,2006,2007
235876,1528,3,0,7,5,9965,3,Somerst,2007,2007
311872,1726,3,0,7,5,9416,2,Somerst,2007,2007
248328,1689,3,0,7,6,9849,2,Somerst,2007,2007
227000,1588,3,1,8,5,10000,2,Somerst,2006,2007
260000,1538,3,2,8,5,8847,2,Somerst,2005,2007
225000,1496,3,0,8,5,9158,2,Somerst,2007,2007
249000,1506,3,2,7,5,8251,2,Somerst,2005,2007
307000,1694,3,3,8,5,10084,2,Somerst,2004,2007
250000,1977,3,1,7,5,9605,2,Somerst,2006,2007
221300,1830,3,1,8,5,8778,2,Somerst,2006,2007
208900,1338,3,0,8,5,8640,2,Somerst,2007,2007
210400,1335,3,1,7,5,9000,2,Somerst,2006,2007
255000,1792,3,0,8,5,8640,2,Somerst,2007,2007
212109,1588,3,0,5,5,10411,3,Somerst,2007,2007
270000,1959,3,1,8,5,9000,2,Somerst,2006,2007
303477,2610,4,0,8,5,9000,2,Somerst,2007,2007
310013,1880,3,0,8,5,12217,2,Somerst,2007,2007
249700,1656,3,1,8,5,11096,2,Somerst,2006,2007
227875,1761,3,0,7,6,10207,3,Somerst,2007,2007
261329,1584,2,0,8,5,10440,2,Somerst,2007,2007
253000,1685,2,1,8,5,11824,2,Somerst,2006,2007
265000,2443,4,3,6,5,10625,2,Somerst,2004,2007
340000,2466,4,3,8,5,11143,3,Somerst,2004,2007
146000,1100,3,1,6,5,7500,1,SawyerW,2006,2007
147000,1143,3,1,7,5,7500,1,SawyerW,2006,2007
149000,1094,3,4,5,5,12450,1,SawyerW,2003,2007
181000,1486,3,1,7,5,7441,2,SawyerW,2006,2007
201000,1721,3,13,6,5,8462,2,SawyerW,1994,2007
191750,1820,3,14,6,5,11613,2,SawyerW,1993,2007
179000,1349,3,7,7,5,8450,2,SawyerW,2000,2007
215000,1494,3,9,7,5,16196,2,SawyerW,1998,2007
179200,1575,2,15,6,5,8012,2,SawyerW,1992,2007
128000,1266,2,27,6,5,8012,1,SawyerW,1980,2007
144000,884,2,24,5,7,9180,1,SawyerW,1983,2007
144000,2020,4,30,5,5,8400,2,SawyerW,1977,2007
120750,894,2,30,5,5,6285,1,Sawyer,1977,2007
132500,970,2,44,5,6,8480,1,Sawyer,1963,2007
132000,1057,3,45,5,5,7420,1,Sawyer,1962,2007
132500,999,3,45,5,7,7758,1,Sawyer,1962,2007
129000,1120,3,46,4,5,6970,1,Sawyer,1961,2007
143900,1696,3,45,5,5,13673,1,Sawyer,1962,2007
145000,1040,3,39,5,7,7476,1,Sawyer,1968,2007
128500,988,3,46,5,5,9945,1,Sawyer,1961,2007
